1	0	236
1	1	36
2	0	1575
2	1	36
3	0	1575
3	1	36
4	0	1575
4	1	36
5	0	1575
5	1	36
6	0	1575
6	1	36
7	0	1575
7	1	36
8	0	1575
8	1	36
9	0	1575
9	1	36
10	0	1575
10	1	36
11	0	1575
11	1	36
12	0	1575
12	1	36
13	0	1575
13	1	36
14	0	1575
14	1	36
15	0	1575
15	1	36
16	0	1575
16	1	36
17	0	1575
17	1	36
18	0	1575
18	1	36
19	0	1575
19	1	36
20	0	1575
20	1	36
21	0	1575
21	1	36
22	0	1575
22	1	36
23	0	1575
23	1	36
24	0	1575
24	1	36
25	0	1575
25	1	36
26	0	1575
26	1	36
27	0	1575
27	1	36
28	0	1575
28	1	36
29	0	1575
29	1	36
30	0	1575
30	1	36
31	0	1575
31	1	36
32	0	1575
32	1	36
33	0	1575
33	1	36
34	0	1575
34	1	36
35	0	1575
35	1	36
36	0	1575
36	1	36
37	0	1575
37	1	36
38	0	1575
38	1	36
39	0	1575
39	1	36
40	0	1575
40	1	36
41	0	1575
41	1	36
42	0	1575
42	1	36
43	0	1575
43	1	36
44	0	1575
44	1	36
45	0	1575
45	1	36
46	0	1575
46	1	36
47	0	1575
47	1	36
48	0	1575
48	1	36
49	0	1575
49	1	36
50	0	1575
50	1	36
51	0	1575
51	1	36
52	0	1575
52	1	36
53	0	1575
53	1	36
54	0	1575
54	1	36
55	0	1575
55	1	36
56	0	1575
56	1	36
57	0	1575
57	1	36
58	0	1575
58	1	36
59	0	1575
59	1	36
60	0	1575
60	1	36
61	0	1575
61	1	36
62	0	1575
62	1	36
63	0	1575
63	1	36
64	0	1575
64	1	36
65	0	1575
65	1	36
66	0	1575
66	1	36
67	0	1575
67	1	36
68	0	1575
68	1	36
69	0	1575
69	1	36
70	0	1575
70	1	36
71	0	1575
71	1	36
72	0	1575
72	1	36
73	0	1575
73	1	36
74	0	1575
74	1	36
75	0	1575
75	1	36
76	0	1575
76	1	36
77	0	1575
77	1	36
78	0	1575
78	1	36
79	0	1575
79	1	36
80	0	1575
80	1	36
81	0	1575
81	1	36
82	0	1575
82	1	36
83	0	1575
83	1	36
84	0	1575
84	1	36
85	0	1575
85	1	36
86	0	1575
86	1	36
87	0	1575
87	1	36
88	0	1575
88	1	36
89	0	1575
89	1	36
90	0	1575
90	1	36
91	0	1575
91	1	36
92	0	1575
92	1	36
93	0	1575
93	1	36
94	0	1575
94	1	36
95	0	1575
95	1	36
96	0	1575
96	1	36
97	0	1575
97	1	36
98	0	1575
98	1	36
99	0	1575
99	1	36
100	0	1575
100	1	36
101	0	1575
101	1	36
102	0	1575
102	1	36
103	0	1575
103	1	36
104	0	1575
104	1	36
105	0	1575
