186	0	1590
186	1	119
186	2	119
186	3	1592
186	4	1590
186	5	640
186	6	79
186	7	3
187	0	1590
187	1	119
187	2	119
187	3	1592
187	4	1590
187	5	640
187	6	79
187	7	3
188	0	1590
188	1	119
188	2	119
188	3	1592
188	4	1590
188	5	640
188	6	79
188	7	3
189	0	1590
189	1	119
189	2	119
189	3	1592
189	4	1590
189	5	640
189	6	79
189	7	3
190	0	1590
190	1	119
190	2	119
190	3	1592
190	4	1590
190	5	640
190	6	79
190	7	3
191	0	1590
191	1	119
191	2	119
191	3	1592
191	4	1590
191	5	640
191	6	79
191	7	3
192	0	1590
192	1	119
192	2	119
192	3	1592
192	4	1590
192	5	640
192	6	79
192	7	3
193	0	1590
193	1	119
193	2	119
193	3	1592
193	4	1589
193	5	640
193	6	79
193	7	3
194	0	1590
194	1	119
194	2	119
194	3	1592
194	4	1589
194	5	640
194	6	79
194	7	3
195	0	1590
195	1	119
195	2	119
195	3	1592
195	4	1589
195	5	640
195	6	79
195	7	5
196	0	1590
196	1	119
196	2	119
196	3	1593
196	4	1589
196	5	640
196	6	79
196	7	5
197	0	1590
197	1	119
197	2	119
197	3	1593
197	4	1589
197	5	640
197	6	79
197	7	5
198	0	1590
198	1	119
198	2	119
198	3	1593
198	4	1589
198	5	640
198	6	79
198	7	5
199	0	1590
199	1	119
199	2	119
199	3	1593
199	4	1589
199	5	640
199	6	79
199	7	6
200	0	1590
200	1	119
200	2	119
200	3	1593
200	4	1589
200	5	640
200	6	79
200	7	6
201	0	1590
201	1	116
201	2	116
201	3	1593
201	4	1589
201	5	640
201	6	119
201	7	6
202	0	1590
202	1	116
202	2	116
202	3	1592
202	4	1589
202	5	640
202	6	119
202	7	6
203	0	1590
203	1	116
203	2	116
203	3	1592
203	4	1589
203	5	640
203	6	119
203	7	6
204	0	1590
204	1	116
204	2	116
204	3	1592
204	4	1589
204	5	640
204	6	119
204	7	7
205	0	1590
205	1	116
205	2	116
205	3	1592
205	4	1589
205	5	640
205	6	119
205	7	7
206	0	1590
206	1	116
206	2	116
206	3	1593
206	4	1589
206	5	640
206	6	119
206	7	7
207	0	1590
207	1	116
207	2	116
207	3	1593
207	4	1589
207	5	640
207	6	119
207	7	7
208	0	1590
208	1	116
208	2	116
208	3	1593
208	4	1589
208	5	640
208	6	119
208	7	7
209	0	1590
209	1	116
209	2	116
209	3	1593
209	4	1589
209	5	640
209	6	119
209	7	8
210	0	1590
210	1	116
210	2	116
210	3	1593
210	4	1589
210	5	640
210	6	119
210	7	8
